city,unique_buildings,count
Cleveland,8th f. Guardian building,119
Cleveland,908 Williamson building,119
Cleveland,909 Williamson building,119
Cleveland,911 Williamson. building,119
Cleveland,912 Schofield building,119
Cleveland,918 Wmson. building,119
Cleveland,923 Citizens building,119
Cleveland,947 B. of L. BD. building,119
Cleveland,961 Rose building,119
Cleveland,97 Am. Tr. building,119
Cleveland,B. Devney. 1616-16 Williamson building,119
Cleveland,BG. Watworth. 807 Park building,119
Cleveland,Ballard. 407 Am. Trust building,119
Cleveland,C.. Schofleld building,119
Cleveland,D. Berry. 614 Pero building,119
Cleveland,Engineers’ building,119
Cleveland,F. Scofield. 621 Schofield building,119
Cleveland,Fairmount building,119
Cleveland,H. Wylie. mee 720 Electric building,119
Cleveland,Helper. 811 Garfield building,119
Cleveland,Schofield building,119
Cleveland,Suite C Wmaon building,119
Cleveland,T. Tong. 784 Garfield building,119
Cleveland,W. Force. 1008 Williamson building,119
Cleveland,Wick building,119
Cleveland,Williamson building,119
Cleveland,Wmaon. building,119
Cleveland,Wyandot building,119
Cleveland,building,119
Cleveland,,119
Columbus,1201 Harrison building,20
Columbus,Brunson building,20
Columbus,Capt. Trust building,20
Columbus,Cola Sav.  Trust building,20
Columbus,Cola. Sav.  Trust building,20
Columbus,Cols. Sav.  Trade. building,20
Columbus,Cols. Sav.  Trust building,20
Columbus,Cols. Sav. ‘Trade. building,20
Columbus,Harrison building,20
Columbus,HaydenClinton building,20
Columbus,New 1st Nat. Bank. building,20
Columbus,New First Nat. Bank. building,20
Columbus,New Hayden building,20
Columbus,New ae aa building,20
Columbus,New peyaen building,20
Columbus,Ruggery building,20
Columbus,Trust building,20
Columbus,Union Nat. Bank. building,20
Columbus,Wyandotte building,20
Columbus,,20
Dallas,1 Scollard building,51
Dallas,1st 1. Scollard building,51
Dallas,200 Guaranty 8. Bank. building,51
Dallas,203 Scollard building,51
Dallas,204 Scollard building,51
Dallas,207 Scollard building,51
Dallas,207 Slaughter building,51
Dallas,208 Scollard building,51
Dallas,209 Bcollard building,51
Dallas,209 Slaurhter building,51
Dallas,210 Scollard building,51
Dallas,211 Linz building,51
Dallas,212 Guaranty building,51
Dallas,303 Scollard building,51
Dallas,308 Beollard building,51
Dallas,310 N. Texas building,51
Dallas,317 Praetorian building,51
Dallas,403 Scollard building,51
Dallas,406 Flateau building,51
Dallas,407 ae eee building,51
Dallas,409 Juanita building,51
Dallas,414 N. Texas building,51
Dallas,418 Praetorian building,51
Dallas,421 Sleupnter building,51
Dallas,502 Scollard building,51
Dallas,526 Wilaon building,51
Dallas,601 Scollard building,51
Dallas,603 Scollard building,51
Dallas,606 Guaranty Bank. building,51
Dallas,606 Scollard building,51
Dallas,611 Wilson building,51
Dallas,620 Wilson building,51
Dallas,626 Wilson building,51
Dallas,627 Wilson building,51
Dallas,706 Praetorian building,51
Dallas,707 Slaughter building,51
Dallas,715 Slaughter building,51
Dallas,720 Wilson building,51
Dallas,724 Sinughter building,51
Dallas,808 Scollard building,51
Dallas,816 Praetorian building,51
Dallas,823 Slaughter building,51
Dallas,839 Wilson building,51
Dallas,886 Wilson building,51
Dallas,905 Practorinn building,51
Dallas,Battle. 719 Wilson building,51
Dallas,C. Whyte. 16 Gaston building,51
Dallas,Co.. 1st Bt Bank building,51
Dallas,J. Knight. Praetorian building,51
Dallas,Scollard building,51
Dallas,,51
Denver,1 Scollard building,51
Denver,1st 1. Scollard building,51
Denver,200 Guaranty 8. Bank. building,51
Denver,203 Scollard building,51
Denver,204 Scollard building,51
Denver,207 Scollard building,51
Denver,207 Slaughter building,51
Denver,208 Scollard building,51
Denver,209 Bcollard building,51
Denver,209 Slaurhter building,51
Denver,210 Scollard building,51
Denver,211 Linz building,51
Denver,212 Guaranty building,51
Denver,303 Scollard building,51
Denver,308 Beollard building,51
Denver,310 N. Texas building,51
Denver,317 Praetorian building,51
Denver,403 Scollard building,51
Denver,406 Flateau building,51
Denver,407 ae eee building,51
Denver,409 Juanita building,51
Denver,414 N. Texas building,51
Denver,418 Praetorian building,51
Denver,421 Sleupnter building,51
Denver,502 Scollard building,51
Denver,526 Wilaon building,51
Denver,601 Scollard building,51
Denver,603 Scollard building,51
Denver,606 Guaranty Bank. building,51
Denver,606 Scollard building,51
Denver,611 Wilson building,51
Denver,620 Wilson building,51
Denver,626 Wilson building,51
Denver,627 Wilson building,51
Denver,706 Praetorian building,51
Denver,707 Slaughter building,51
Denver,715 Slaughter building,51
Denver,720 Wilson building,51
Denver,724 Sinughter building,51
Denver,808 Scollard building,51
Denver,816 Praetorian building,51
Denver,823 Slaughter building,51
Denver,839 Wilson building,51
Denver,886 Wilson building,51
Denver,905 Practorinn building,51
Denver,Battle. 719 Wilson building,51
Denver,C. Whyte. 16 Gaston building,51
Denver,Co.. 1st Bt Bank building,51
Denver,J. Knight. Praetorian building,51
Denver,Scollard building,51
Denver,,51
Detroit,1011 Majestic building,24
Detroit,1022 Ford building,24
Detroit,1118 Ford building,24
Detroit,1223 Metestis building,24
Detroit,1314 Ford building,24
Detroit,15 Goebel building,24
Detroit,214 Moffat building,24
Detroit,303 Hammond building,24
Detroit,31 Home Bank. building,24
Detroit,326 MaScstle building,24
Detroit,483 Majestic building,24
Detroit,609 U. T. building,24
Detroit,62 Home Bank. building,24
Detroit,7230 Hammond building,24
Detroit,726 Hammond building,24
Detroit,802 Hammond building,24
Detroit,809 U. T. building,24
Detroit,Co.. 10 McGraw building,24
Detroit,Co.. 1814 Ford building,24
Detroit,Ltd.. 1724 Ford building,24
Detroit,Stoman. 1321 Ford building,24
Detroit,building,24
Detroit,ere 808 Union Trade. building,24
Detroit,,24
Fort Worth,10 Dundee building,25
Fort Worth,18 Dundee building,25
Fort Worth,20 Touraine building,25
Fort Worth,201 Reynolds building,25
Fort Worth,202 meyaclge building,25
Fort Worth,206 Wheat building,25
Fort Worth,208 Horle building,25
Fort Worth,210 1st Nat. Bank. building,25
Fort Worth,211 Moore building,25
Fort Worth,211 Wheat building,25
Fort Worth,213 Bllison building,25
Fort Worth,25 Dundee building,25
Fort Worth,302 Flatiron building,25
Fort Worth,310 F.  M. Bank building,25
Fort Worth,311 Moore building,25
Fort Worth,31213 F.  M. Bank. building,25
Fort Worth,314 Moore building,25
Fort Worth,38 Dundee building,25
Fort Worth,4 Dundee building,25
Fort Worth,402 Hoxie building,25
Fort Worth,406 Reynolds building,25
Fort Worth,411 1st Nat. Bank building,25
Fort Worth,601 Reynolds building,25
Fort Worth,Westbrook building,25
Fort Worth,,25
Houston,01 Binz building,95
Houston,01 Paul building,95
Houston,1004 Scan lan building,95
Houston,1006 Scanian building,95
Houston,1008 Carter building,95
Houston,1106 Scanlan building,95
Houston,1216 Carter building,95
Houston,1302 Carter building,95
Houston,203 Scanlan building,95
Houston,204 Stewart building,95
Houston,209 1st National Bank. building,95
Houston,216 Magon building,95
Houston,219 ist National Bank. building,95
Houston,233 Mason building,95
Houston,302 Klam building,95
Houston,302 Scanian building,95
Houston,303 Prince Theatre building,95
Houston,303 Scanian building,95
Houston,304 Scanlan building,95
Houston,305 penn building,95
Houston,307 Scanlan building,95
Houston,310 Paul building,95
Houston,310 Stewart building,95
Houston,311 Scanlan building,95
Houston,315 1st National Bank. building,95
Houston,319 Kiam building,95
Houston,400 Kiam building,95
Houston,401 Bing building,95
Houston,402 Chronicle building,95
Houston,402 Kiam building,95
Houston,403 Paul building,95
Houston,405 Paul building,95
Houston,406 Paul building,95
Houston,406 Scanlan building,95
Houston,407 Scanian building,95
Houston,409 Scanlan building,95
Houston,411 Bing building,95
Houston,412 Binz building,95
Houston,412 Paul building,95
Houston,417 Binz building,95
Houston,4181920 Maeon building,95
Houston,423 Mason building,95
Houston,427 1st Na'l Bank. building,95
Houston,435 Magon building,95
Houston,503 Kiam building,95
Houston,504 Binz building,95
Houston,505 Carter building,95
Houston,512 Paul building,95
Houston,5606 Paul building,95
Houston,6 Kiam building,95
Houston,601 Bins building,95
Houston,602 Bing building,95
Houston,603 Binz building,95
Houston,608 Paul building,95
Houston,612 Bing building,95
Houston,626 1st National Bank. building,95
Houston,626 Com’ Bank. building,95
Houston,710 Stewart building,95
Houston,8 Fox building,95
Houston,8. Olschewske  Co.. 306 Kiam building,95
Houston,801 Scanlan building,95
Houston,801 Theatre building,95
Houston,802 Btewart building,95
Houston,804 Theatre building,95
Houston,805 Binz building,95
Houston,808 1st National Bank. building,95
Houston,808 1st Natl Bank. building,95
Houston,81112 Kiam building,95
Houston,821 1at Nat’l Bank. building,95
Houston,826 1st National Bank. building,95
Houston,901 Carter building,95
Houston,906 Bcanlan building,95
Houston,Bank building,95
Houston,Bank. building,95
Houston,Carter building,95
Houston,Chronicle building,95
Houston,Chronicle building,95
Houston,Chronicte building,95
Houston,Co. 1302 Carter building,95
Houston,Co. 206 Scanlan building,95
Houston,Co. R. E. Dept. Scanlan building,95
Houston,Co.. Bank. building,95
Houston,Co.. Stewart building,95
Houston,Coleway 507 Paul building,95
Houston,Kiam building,95
Houston,L.  T. building,95
Houston,L. Tibbott. Binz building,95
Houston,M. C. McMannon. 1001 Carter building,95
Houston,Ray. 402 MooreBurnett building,95
Houston,ST ee 207 H. L.  T. building,95
Houston,Stewart building,95
Houston,building,95
Houston,lat Nat. Bank building,95
Houston,poe nEe Scanian building,95
Houston,,95
Indianapolis,10 Brar don building,79
Indianapolis,1000 Lemcke building,79
Indianapolis,1002 Lemcke building,79
Indianapolis,1013 Law building,79
Indianapolis,1016 Law building,79
Indianapolis,107 Amer. Cent. Life building,79
Indianapolis,1109 Law building,79
Indianapolis,1128 Law building,79
Indianapolis,17 When building,79
Indianapolis,201 Saks building,79
Indianapolis,204 Castle Hall building,79
Indianapolis,206 Amer. Cont. Life building,79
Indianapolis,206 Lemcke building,79
Indianapolis,207 Law building,79
Indianapolis,208 Ind. Trust building,79
Indianapolis,208 Unity building,79
Indianapolis,216 Law building,79
Indianapolis,219 Lemcke building,79
Indianapolis,26 Lombard building,79
Indianapolis,31 Union Trust building,79
Indianapolis,313 Law building,79
Indianapolis,317 Lemcke building,79
Indianapolis,32 Union Trade. building,79
Indianapolis,323 Lemcke  building,79
Indianapolis,331 Ind. Pythian building,79
Indianapolis,401 Law building,79
Indianapolis,409 Law building,79
Indianapolis,41 Lombard building,79
Indianapolis,411 Trac. Term. building,79
Indianapolis,420 Lemcke building,79
Indianapolis,421 cke building,79
Indianapolis,423 Lemcke building,79
Indianapolis,428 Law building,79
Indianapolis,484 Lemcke building,79
Indianapolis,515 Trac. Term. building,79
Indianapolis,522 Bd. of Trade building,79
Indianapolis,609 Law building,79
Indianapolis,61 Lombard building,79
Indianapolis,610 Trac. Term building,79
Indianapolis,611 Bd. of Trade building,79
Indianapolis,61112 Lemcke building,79
Indianapolis,613 State Life building,79
Indianapolis,624 Law building,79
Indianapolis,629 Law building,79
Indianapolis,629 Lemcke building,79
Indianapolis,630 Law building,79
Indianapolis,631 Lemcke building,79
Indianapolis,634 Lemcko building,79
Indianapolis,66 When building,79
Indianapolis,68 Lombard building,79
Indianapolis,682 Lemcke building,79
Indianapolis,686 Lemcke building,79
Indianapolis,701 Law building,79
Indianapolis,701 Lemcke building,79
Indianapolis,704 Terminal building,79
Indianapolis,710 State Life building,79
Indianapolis,712 State Life building,79
Indianapolis,801 State Life building,79
Indianapolis,817 Lemcke building,79
Indianapolis,819 Lemcke building,79
Indianapolis,821 Lemcke building,79
Indianapolis,824 Law building,79
Indianapolis,826 Law building,79
Indianapolis,828 Bd. of Trade building,79
Indianapolis,829 Lomcke building,79
Indianapolis,83 State Lite building,79
Indianapolis,830 Lamoke building,79
Indianapolis,834 ‘Lemcke building,79
Indianapolis,916 Law building,79
Indianapolis,920 Law building,79
Indianapolis,Holiday building,79
Indianapolis,Indians Trade. building,79
Indianapolis,Law building,79
Indianapolis,R. B. Co. 14 When building,79
Indianapolis,Term. building,79
Indianapolis,Union Trust building,79
Indianapolis,ast Lemcke building,79
Indianapolis,building,79
Indianapolis,,79
Kansas City, 604 Dwight building,439
Kansas City,' 666 Shiedley building,439
Kansas City,03 Comimerce building,439
Kansas City,06 Fidelity Trust building,439
Kansas City,1 Barker building,439
Kansas City,1002 Commerce building,439
Kansas City,1007 Com. building,439
Kansas City,1008 Commerce building,439
Kansas City,1009 Com. building,439
Kansas City,101 K.  P. building,439
Kansas City,101 New Eng. building,439
Kansas City,1012 N. . Life building,439
Kansas City,1018 Com. building,439
Kansas City,102 N. Y. Life building,439
Kansas City,1021 Commerce building,439
Kansas City,1026 Scarrilt building,439
Kansas City,1029 N. Y. Life building,439
Kansas City,103 Commerce building,439
Kansas City,103 Sterling building,439
Kansas City,105 Scarritt building,439
Kansas City,106 K.  P. building,439
Kansas City,1068 Scarritt building,439
Kansas City,108 N. Y. Life building,439
Kansas City,11 Shukert building,439
Kansas City,1107. Commerce building,439
Kansas City,1110 Commerce building,439
Kansas City,1112 Commerce building,439
Kansas City,1118 Cammerce_ building,439
Kansas City,1118 Com. building,439
Kansas City,1121 Commerce building,439
Kansas City,118 Sterling building,439
Kansas City,1201 Commorce building,439
Kansas City,1203 Com. building,439
Kansas City,1212 Com. building,439
Kansas City,1213 Commerce building,439
Kansas City,1303 Commerce building,439
Kansas City,1308 Commerce building,439
Kansas City,1328 Commerce building,439
Kansas City,1401 Waldheim building,439
Kansas City,1406 Waidhelm building,439
Kansas City,1610 Waldheim building,439
Kansas City,1838 Rialto building,439
Kansas City,19 Wheeler building,439
Kansas City,1u07 Commerce building,439
Kansas City,20 nee 2sk. building,439
Kansas City,200 Helat building,439
Kansas City,200 Orear-Lesiie building,439
Kansas City,201 Finance building,439
Kansas City,201 Hall building,439
Kansas City,201 Lillis building,439
Kansas City,201 Republic building,439
Kansas City,202 Hall building,439
Kansas City,203 Hall building,439
Kansas City,204 Finance building,439
Kansas City,204 Midland building,439
Kansas City,204-12 Finance building,439
Kansas City,204-5 Mass. building,439
Kansas City,205 R. A. Long building,439
Kansas City,205 Rellance building,439
Kansas City,205 Victor building,439
Kansas City,206 Commerce building,439
Kansas City,206 New BEng. building,439
Kansas City,206 R. A. Long building,439
Kansas City,206_N. . Tife building,439
Kansas City,207-8 Commerce building,439
Kansas City,208 Shefdley building,439
Kansas City,208 Victor building,439
Kansas City,208 Victor building,439
Kansas City,209 Dwight building,439
Kansas City,209 Junction building,439
Kansas City,209 Scarritt building,439
Kansas City,2090 Hall building,439
Kansas City,210 Keith  Perry building,439
Kansas City,212 Century building,439
Kansas City,212 Myers building,439
Kansas City,212 Scarritt building,439
Kansas City,213 Mass. building,439
Kansas City,214 Finance building,439
Kansas City,214 Hall building,439
Kansas City,214 Junction building,439
Kansas City,214 K.  P. building,439
Kansas City,214 Mass. building,439
Kansas City,214-16 Res. Bank building,439
Kansas City,214-17 Mass. building,439
Kansas City,215 Commerce building,439
Kansas City,216 Arlington building,439
Kansas City,216 Commerce building,439
Kansas City,216 Rrvant building,439
Kansas City,216 Sheid- ley building,439
Kansas City,217 Commerce building,439
Kansas City,217-18 uo building,439
Kansas City,218 Hall building,439
Kansas City,218 Midland building,439
Kansas City,218 Sheldley building,439
Kansas City,219 Century building,439
Kansas City,219 Rialto building,439
Kansas City,220-26 Rialto building,439
Kansas City,222 Commerce building,439
Kansas City,222-23 Argyle building,439
Kansas City,224 ance building,439
Kansas City,226 Bryant building,439
Kansas City,226 Rea. Bank building,439
Kansas City,226 Reserve Bank building,439
Kansas City,228-9 Res. Bank building,439
Kansas City,229 Midland building,439
Kansas City,236 Glendale building,439
Kansas City,2nd f Commerce building,439
Kansas City,2u6 Sheauley building,439
Kansas City,2v4 Commerce building,439
Kansas City,2zu-26 Riallo building,439
Kansas City,300 Hall building,439
Kansas City,300 Riaito building,439
Kansas City,300 Rialto building,439
Kansas City,300 Ridge building,439
Kansas City,301-2 Finance building,439
Kansas City,303 Commerce building,439
Kansas City,304 Braley building,439
Kansas City,304 Com. building,439
Kansas City,304 Finance building,439
Kansas City,304 Massachusetts building,439
Kansas City,305-6 Scarritt building,439
Kansas City,305-9 Finance building,439
Kansas City,306 R. A. Long building,439
Kansas City,307 Commerce building,439
Kansas City,307 R. A. Long building,439
Kansas City,307 Reliance building,439
Kansas City,308 Commerce building,439
Kansas City,308 Fidelity Trust building,439
Kansas City,308 Hall building,439
Kansas City,308 R. A. Lone building,439
Kansas City,308 Victor building,439
Kansas City,309 Dwight building,439
Kansas City,309 Maas. building,439
Kansas City,309 Victor building,439
Kansas City,309-12 Dwight building,439
Kansas City,31 Midland building,439
Kansas City,310 Dwight building,439
Kansas City,310 Hal] building,439
Kansas City,310 N._ Y. Life building,439
Kansas City,310 New Ridge building,439
Kansas City,310 Reliance building,439
Kansas City,311 Commerce building,439
Kansas City,312 Rellance building,439
Kansas City,313 Ridge building,439
Kansas City,316 Hall building,439
Kansas City,316 Shukert building,439
Kansas City,318 K. . Life building,439
Kansas City,318 Rellance building,439
Kansas City,318 Res. Bank building,439
Kansas City,319 Commerce building,439
Kansas City,319-20 K.  P. building,439
Kansas City,321 Commerce building,439
Kansas City,322 Commerce building,439
Kansas City,325 Midland building,439
Kansas City,325 N. Y. Life building,439
Kansas City,328 Ridge building,439
Kansas City,330 Commerce building,439
Kansas City,330 Midland building,439
Kansas City,330 New Ridge building,439
Kansas City,339 Ridge building,439
Kansas City,342 Ridge building,439
Kansas City,343 N Y. Life building,439
Kansas City,3u32 G.  K building,439
